,End of Period,AAPL,ABBV,ADBE,AMZN,BKNG,BUD,BX,C,CHH,CICHY,CS,CSCO,CVS,DAL,DAR,EXPE,FDP,H,HLT,HPQ,IHG,INTU,ISRG,JNJ,LLY,MAR,MET,MKC,MKL,MRK,NVDA,NWL,ORCL,PFE,PRU,PVH,SFM,TCOM,TMO,TMUS,TRIP,TXN,UL,UNH,V,VRTX,WFC,Date,risk
15,2018-12-31,-1.5619240026858255e-12,1.5402487102309664e-11,1.4364696514903016e-12,-6.61996046243732e-13,3.0726431011104535e-12,-4.1622732825503513e-13,5.359103136881333e-13,-1.0339586309068212e-12,2.9288057537799713e-12,8.69025381623022e-12,-1.058341699930657e-12,4.024865902126788e-12,1.5789100708625981e-12,3.2490011873646137e-12,1.9452457137373705e-11,2.9546756112734442e-12,1.9806517020768722e-12,2.3279787059854523e-12,4.4319484603716476e-12,4.2765536939837997e-13,3.3904040839930298e-12,2.603717184740917e-12,1.3656788595443846e-12,7.723790810241056e-12,0.0707160910414938,1.4201071749232987e-12,4.047311698876559e-12,1.8031397538595355e-10,2.900487961128358e-12,0.9292839085228828,-3.6195409745392417e-12,7.66539007611817e-12,3.516747635429119e-12,1.8458716796998904e-11,8.310576199536974e-13,-2.2080239747013567e-12,3.079061818869458e-12,-1.0276893607361416e-12,5.89874602163377e-12,5.170864225002952e-12,9.256715748140148e-11,3.932568164426431e-12,1.2276281045415139e-11,7.795316746904463e-12,3.541681732671567e-12,2.2734709082150256e-12,3.944477622331866e-12,,1.0
16,2019-03-29,5.509500778901851e-13,-5.942225092605356e-13,4.3761028800168383e-13,3.8579990853746896e-13,-2.9571210462951826e-13,1.2755446849391687e-12,5.201997059468973e-13,5.882638303482022e-13,-2.5699441627779352e-14,-1.7745931564340582e-13,-6.857888396366092e-14,1.0389073173824557e-12,-7.111575054242099e-13,-2.0895840112337293e-13,1.7942627263003212e-13,-1.1827168109528488e-13,-3.967639610259711e-13,-6.766046560724392e-14,3.1032596582192113e-13,-4.33933045933704e-13,1.358955329932465e-13,2.3209855595808425e-12,4.76400130029722e-13,2.4249894367492315e-14,2.0169244032902453e-13,2.6644656913773786e-13,-1.8877058753498645e-13,5.062304295444165e-14,-4.251534313485167e-13,5.71510778727922e-14,1.901951296721772e-12,-7.586731570517638e-13,5.475684703090316e-13,-3.4454995246701574e-13,1.7450239769568455e-13,1.723427491002898e-12,-5.179108981922971e-13,0.9999999999915596,8.286148825549793e-13,4.9547032655770086e-14,-4.666159940414756e-13,1.3653596272819288e-13,1.4608795159421048e-13,-3.2911538988224616e-13,4.804066604593023e-13,9.503219698034064e-14,-1.1035550277848483e-13,,1.0
17,2019-06-28,8.874489365536429e-12,-4.020339967571136e-12,2.5233890471825217e-11,1.3515672368292602e-11,1.5040951854954333e-11,1.5681720042942205e-11,0.9999999993132347,3.9451062888393234e-11,3.582447789683254e-11,3.8819170603180866e-12,1.0208483226985298e-11,4.903693150998656e-12,5.500367255708335e-12,2.8581813691864604e-11,-3.892104091113932e-12,3.421592652396432e-11,2.9256385086518593e-12,1.2423978127374852e-11,9.579397715844226e-11,1.6936955088900046e-11,2.4590591898805152e-11,3.912145352470242e-12,-3.78613017082699e-12,4.294913406903897e-12,-6.755795183159083e-12,3.666530864671728e-11,9.588137242783389e-11,9.174457658504766e-12,2.426600231403609e-11,6.309874293787754e-12,-4.3588543715486174e-12,4.717430368596001e-12,1.3995561730733352e-11,9.351316992435853e-12,2.5689856125911218e-11,-1.0772083235703737e-11,-5.851527939773703e-12,-8.162588455570319e-12,1.6621008888315095e-11,1.5185121498732083e-11,-5.503597935847194e-12,2.1103621167825928e-11,1.995153224596205e-11,2.545213196212785e-12,3.2117313768239064e-11,2.322381640183515e-12,2.2592907309540866e-12,,1.0
18,2019-09-30,3.4899733350077206e-11,9.693974051347249e-12,4.156398199767862e-13,-3.918706128956122e-13,8.536286735291156e-12,1.3468777407333026e-11,2.0750232672623816e-11,3.0633363959224254e-12,6.14270418206046e-12,8.585152765446245e-14,5.4932643780935425e-12,-7.838148482167262e-13,1.7439763199701834e-10,5.3564724507319756e-12,1.4811673483942693e-12,5.28470615929579e-12,0.45023565754867534,1.935849272380669e-12,1.3127624164313862e-12,-3.22396948611544e-13,3.484425228259825e-13,6.1261040181788455e-12,5.987776636611333e-12,2.8243627175962777e-13,4.801923799309639e-12,-1.299096443085877e-12,1.1225168675589358e-12,5.2177031425263905e-12,1.554080950998121e-11,4.5909788224155865e-12,9.563465419475057e-12,0.5497643420441463,1.8843004698132405e-12,-2.791134506444252e-12,-1.221272270098907e-12,-3.120776347810146e-13,6.011782837085792e-12,-3.680051623507022e-12,3.5327086308757303e-12,1.1489644311793397e-11,-2.931570097384468e-12,3.504109015543115e-11,2.630425932022872e-12,-9.871229689604618e-13,3.5129236419694148e-12,-7.586793087995038e-15,1.2015490051759509e-11,,1.0
19,2019-12-31,4.2158170250188663e-11,9.966854051873649e-12,1.1630558455200874e-11,1.1859750773817633e-12,1.1082384718159624e-12,-5.142192985945248e-12,7.786910481408867e-12,7.40894066974262e-12,8.694365121958565e-12,5.7420448270440065e-12,3.00803962591471e-12,-2.4593063587062503e-12,1.0491783688653266e-11,-7.784804475183008e-13,0.9999999996200857,-4.393080707949579e-12,-7.125402566263524e-13,1.5289257930813623e-11,1.1694333747494756e-11,3.0060480216225793e-12,3.1941052131222366e-12,-2.007204943156208e-12,2.8576864167057744e-12,5.650312477611947e-12,1.0058350614056952e-11,1.509436634216887e-11,2.2757092694868842e-12,3.570267334284022e-12,-2.5775220817047913e-12,2.8088137086797376e-12,7.219899303402063e-11,-3.270833381135921e-13,-2.7134219293367358e-12,3.490539961319559e-12,3.1547179675922965e-13,9.73316719764856e-12,-1.475774132261765e-12,6.5337050985489035e-12,4.276991993485281e-12,-1.6279505065549712e-12,-3.433576356432101e-12,-1.6735648561538731e-12,-2.3247881991425174e-12,9.137367735628135e-11,2.8873591533548917e-12,3.442198617559428e-11,1.6626300653258455e-12,,1.0
20,2020-03-31,5.75951635269208e-12,8.057197983896141e-12,1.2584704820386845e-11,0.48935789214806164,8.895783718841216e-13,-3.793722603868519e-13,3.4009293864520573e-12,-7.876774501447335e-13,4.0059704135475146e-13,2.2185707669184543e-11,-1.4514961015128572e-13,4.156218413779278e-12,3.928072068945415e-12,-8.010611852256202e-13,1.1554282603805899e-12,-5.974658990889334e-13,3.818853538156099e-12,-2.751481401849507e-13,6.241761617715357e-13,5.6333533193846435e-12,3.015997122860609e-13,6.225021580782586e-12,4.989445907769884e-12,1.1463531974071678e-11,0.004956380560368976,-5.58812990691822e-13,-1.4658267163562794e-13,5.637530811399151e-12,3.1435458408059132e-12,7.256354575499209e-12,1.6514287722898147e-10,1.2594851933102616e-12,8.74421140063163e-12,6.263705280886667e-12,-5.818146524348408e-13,-1.7173154414328684e-12,2.8396723749849596e-11,1.9129906150864272e-12,8.521823076249348e-12,9.744522072573995e-10,-4.6053344587210136e-14,2.896419106471158e-12,9.849520801131365e-12,4.992225847355925e-12,5.938920263078472e-12,0.5056857259682664,-6.382138817276732e-13,,1.0
21,2020-06-30,0.8507221170482304,4.537262981008902e-11,6.68164045548235e-11,0.10399770239498494,9.443813316644038e-12,7.0496298072618376e-12,1.7046609941044317e-11,1.2231092158323606e-11,2.3985134417451687e-11,5.489715430518421e-13,2.999190983964949e-11,1.2374043276455568e-11,5.9985158093799395e-12,-3.1899443439676693e-13,2.2545581285063626e-11,0.03980518662090494,-1.7566511153411881e-12,1.368483698314286e-12,3.109126141153253e-12,3.4909523162580755e-13,1.5773065056493268e-12,2.4880719221932598e-11,6.985434967180094e-12,4.580667935273584e-12,1.3304479379191633e-11,4.711761640763426e-12,1.1998721636258707e-11,3.4311648126245724e-11,5.616270441787077e-13,1.3230921567636592e-12,4.4750878612089875e-10,1.4884985207421736e-11,8.903716339151986e-12,1.5221158158785822e-12,9.25917386959594e-12,1.3891737440204506e-11,0.0054749929592037925,5.68215990840132e-12,2.731906899496341e-11,2.0290328501860708e-11,3.2475976199634336e-12,2.3451909090654265e-11,5.5533058766346615e-12,1.0102875077992921e-11,1.0950106557969955e-11,1.5559624444638584e-11,-1.8598463934183326e-12,,1.0
22,2020-09-30,3.575319976039411e-11,-2.6050562497333183e-12,8.374215014488921e-12,1.0654502428392942e-11,5.0198117333963796e-12,5.525883417504061e-12,-2.0738388545217333e-12,-4.1807194283809025e-12,5.313785910303206e-12,-3.6484608044320015e-12,-1.0366278746277305e-12,-4.2568169954575146e-12,-2.527703050577891e-12,5.5313857319895755e-12,0.7373570651042994,7.624215101231398e-12,-1.9869342977248918e-12,3.179805284167264e-12,1.259415246179169e-11,6.575113366878097e-12,1.5732807751706274e-11,7.039579344352111e-12,2.3936099728380467e-11,4.8554658836769976e-12,-2.4631962530511927e-12,4.314150244569802e-12,1.4133914165110415e-12,5.580117339462489e-12,3.697408201731309e-12,6.00065999127617e-12,0.2626429346228019,6.134265850523757e-12,6.48499223106824e-12,1.0943269450449324e-11,2.8258653431942638e-12,2.6607703517425437e-11,-4.862834084914783e-12,1.8221615721196143e-11,2.2834023622117656e-11,6.119776609076177e-12,1.7637478836715694e-12,8.716551284818224e-12,1.1009713399646195e-11,4.056051749308058e-12,2.240719199022067e-12,-1.8636881148700096e-12,-2.2760267752179065e-12,,1.0
23,2020-12-31,3.5613408838039553e-13,1.2054075351586332e-12,-1.5132280227806748e-13,-1.126592150736718e-13,1.4401939329222082e-12,1.4009742164493428e-12,1.1918809188100028e-12,6.179809229960437e-12,8.716206982679621e-13,4.213845470832798e-13,1.6656944666200969e-12,3.4189644426352407e-13,5.364650739471522e-13,1.413951507887551e-12,0.9999999999453981,4.80144380884052e-12,-1.7053352440878008e-13,2.9896799383402655e-12,1.5603252988640544e-12,1.7741339846049895e-12,8.766591529190056e-13,5.013676877105766e-13,3.5916789345526694e-13,-4.113181463619021e-14,4.0613893828759647e-13,4.337667582343396e-12,1.1370736892386648e-12,-2.6565606246238777e-13,-1.2013707221761823e-13,-2.5462362172237897e-13,-3.3314942554930687e-13,1.1217486313341605e-12,6.520507616137182e-14,-8.820223285016362e-15,7.691840057554432e-13,1.1788359680694846e-11,-3.646954324958535e-13,-3.2752977709010763e-14,1.7213381613789212e-15,6.870497272519902e-13,5.028270209866184e-12,4.2275775141388706e-13,-2.886859217227855e-13,3.0158472860748663e-13,4.356842414757778e-14,-5.926345127430327e-13,1.3566918761542007e-12,,1.0
24,2021-03-31,-3.019716128400163e-13,2.468660161954278e-13,-1.781127281028969e-13,-1.2065785797844457e-13,-3.5342799957554485e-14,-4.535643796767228e-13,1.4762808045035086e-12,1.3893366379646993e-12,-3.877465917219621e-14,1.2220407290982972e-12,-6.651008327507262e-13,1.7357502403732636e-12,9.923147449574972e-13,1.1337676535137627e-12,1.8100949664609861e-12,2.2558558648072443e-12,1.344364311619519e-12,3.2202110904109213e-13,3.1620774861802827e-13,3.875489555671162e-12,2.2410027236118036e-13,3.108029989684508e-15,-4.193219677781776e-13,5.76594933016423e-13,1.1538442851524987e-12,4.803237164889233e-13,3.934532707772547e-12,-1.7942345016631662e-13,7.788119320103286e-13,-5.6598334398569464e-14,4.998024200889186e-14,3.348909459603778e-12,8.699206198902426e-13,2.435341055951195e-13,1.3004251351436688e-12,5.069645047999013e-13,1.3474584423248796e-11,1.2217508340898484e-12,1.0314561904948105e-13,-1.510987830780321e-13,0.999999999951204,1.034606741168692e-12,-6.56234541524713e-14,6.380223569707547e-13,-8.14044793374664e-14,-3.371592157963143e-13,3.844559086753813e-12,,1.0
25,2021-06-30,8.089851409955299e-13,3.804299329847573e-13,2.058135077403513e-12,7.275447229704514e-13,-2.7033283878637353e-13,1.3197676810258502e-12,5.60131128918254e-12,-6.034160767892917e-14,7.970717365137709e-13,-3.1208312098423917e-13,2.513442734244562e-14,2.1624553667728354e-13,9.690506820163624e-13,-4.3449306562071955e-13,-3.260702285750735e-13,-2.1094134390539765e-13,1.304869193971835e-12,-2.6695322445346867e-13,1.5836394363159528e-14,-1.863079814896773e-13,-1.3816303433837396e-13,3.2499714908512703e-12,2.4378125981947445e-12,1.1324496484804049e-13,2.7900151668313187e-12,-3.3707473847564636e-13,1.0491082118225089e-14,2.0731006471064458e-14,2.8656664337077186e-13,4.852916126631258e-13,0.9999999999724879,2.507297512152059e-13,8.247344857266967e-13,6.802706480983136e-13,1.1568407450974344e-12,1.4663125480831e-13,-2.866982549822657e-13,-4.375030099493635e-13,7.075139729460565e-13,1.1818565209418055e-12,-8.800514350878272e-13,1.0959983669660752e-13,3.897822592245581e-13,5.860693492839997e-13,7.244260248315894e-13,-2.5462980939319544e-13,1.561004993033293e-12,,1.0
26,2021-09-30,4.051558642930816e-13,1.1480175429342273e-13,1.2982119043161157e-13,5.5126120402454246e-14,1.0410197136288263e-12,-1.9191304778925188e-13,0.9999999999796092,2.0435838425362074e-13,7.477901661150353e-13,1.2020636286933235e-13,1.797532150397159e-14,4.3114393776388704e-13,3.6516553826351143e-13,1.6915681583848327e-13,6.060245068450566e-13,2.4330511943595417e-13,1.5890271035169094e-13,1.932627736734069e-13,1.15777703344282e-12,-1.7709941297180036e-14,8.345867029720004e-14,1.284957824238764e-12,9.229245514759e-13,1.8687222433301092e-13,3.205879760601593e-13,9.808242921213405e-13,4.347444778482167e-13,-5.993152231112228e-15,2.6129685679040184e-13,1.5667717816623115e-13,3.841306441046784e-13,-1.7123399894670737e-13,2.7714072970771963e-12,2.0613644222998383e-12,4.233888638229325e-13,4.6597071295257335e-14,2.3743566624508482e-14,-9.551770025290151e-14,3.748613094359829e-12,-7.716939613611646e-14,-1.4316973989962128e-13,2.6516377117692056e-13,4.064738796874578e-14,1.3687361258088966e-13,6.725040228224694e-14,-4.947579937604864e-14,3.8205942165111124e-13,,1.0
27,2021-12-31,1.322286828694707e-11,1.7643625520606878e-11,-4.440857820154097e-13,1.1507694880602422e-13,1.2317237877255297e-13,1.67737726545592e-12,2.522653998547897e-12,-1.7539857572302331e-12,1.1010138274823527e-11,-5.304152733308533e-13,-3.7415272268908485e-13,5.564806838036932e-12,9.890559298478297e-12,-1.2473055713929385e-12,-6.271830042878797e-13,2.3674487271414265e-12,-1.7905957515099754e-12,1.282127511660485e-11,6.460663576813985e-12,0.2787015198341312,2.2820358980241617e-13,6.156777275654113e-12,1.6752633679425606e-12,1.4427781712921312e-12,6.679475308169653e-12,3.00326176055762e-12,3.7840560051494223e-13,8.421914967895974e-12,6.393660157507219e-13,7.064861903813104e-13,0.302402892288336,-1.2773209436544878e-13,-2.4768601340215448e-14,0.41889558771657565,8.03456736369265e-13,7.267999181168689e-13,2.3454695371412897e-11,-2.3552389561459655e-12,5.174798519792577e-12,-1.3264282091721316e-12,-2.3042211071592432e-12,-4.1786324276363014e-13,7.145874253316764e-14,2.239522087040037e-11,-5.191417430269268e-13,8.775124172201058e-12,6.669467299061395e-13,,1.0
28,2022-03-31,1.6624710720946532e-12,0.9999999997448893,-6.395941117691968e-13,1.845550239053645e-12,2.1773611460167123e-12,1.8490377280483046e-12,2.565651987271632e-12,-5.558577660559726e-14,4.6814247455408e-13,7.026137855330003e-12,-4.638645885027571e-13,-2.363955663854811e-13,7.590132534870304e-13,3.74439682410719e-12,5.066056878182379e-11,1.0206415149991553e-11,4.902589894655287e-13,2.8548832598796234e-12,1.7964609457788648e-12,1.4865645479315792e-12,7.68271892899097e-12,-9.210545423307647e-13,-5.357567632740456e-13,2.490296945056835e-12,2.943901788571794e-12,6.6381894694933045e-12,1.960209906589126e-11,1.8848939652064396e-12,6.644519455420939e-11,5.752458281698966e-12,9.679758488827713e-13,1.727124706517917e-12,7.963421467263588e-13,-4.831159106312426e-13,1.1668661034706322e-11,-8.314032316733715e-13,4.733246353714495e-12,2.0335956570447253e-12,-3.0695160950711326e-13,8.560198230822194e-12,3.50582176521902e-12,1.5704942607649729e-12,-3.9848469898127444e-13,1.7449998981786382e-12,3.0698933243173113e-12,1.3699247446236128e-11,2.87656033203218e-12,,1.0
29,2022-06-30,2.6195527833341804e-12,3.739896450462665e-11,4.9097006993828425e-12,-6.035919567250894e-12,-2.917799942040715e-13,2.1717383398684937e-11,-1.8165080030356532e-12,1.4518883333227821e-11,4.14056344344984e-12,4.823702210817106e-11,-8.696331119595998e-13,2.2468255723388783e-12,2.5606517877317185e-11,-1.4784395555199362e-12,-2.2529043460982765e-13,-1.1761662839436836e-11,0.4421268829170368,2.1196796283632965e-12,-8.284685346049691e-13,2.034989911306847e-11,3.121270512924715e-12,3.4542187540719192e-12,-5.226691548782036e-12,7.278186391633476e-11,0.31724802212247455,2.411058817825213e-12,1.936132324802599e-11,9.805197095636155e-12,1.598132604784062e-11,0.0141564540827378,-9.73586221140724e-12,1.732649781280607e-11,1.0052885253818812e-11,7.443536843765395e-11,6.635832446266026e-12,-8.985166595358096e-13,4.010810251803506e-12,0.22646864002919717,2.3089983946670795e-11,1.050955770792817e-10,-5.84468944987667e-12,9.8336325642157e-12,7.768670680865261e-11,6.479908218484394e-11,1.57345527038108e-11,1.6795171272283677e-10,6.144051197963615e-12,,1.0
30,2022-09-29,9.532588753521222e-12,2.7601006523003044e-12,-1.3352811479561367e-12,1.3691249128089587e-11,1.6586513559841874e-12,-2.0425851594071274e-13,1.3105142303017536e-12,1.4413930766290376e-12,3.6579465122960654e-12,-1.7602286392528205e-13,-1.9495393728940424e-12,3.1314794273335165e-12,1.3372177725728257e-11,2.677439627136545e-12,3.033252671222493e-11,2.1480604682485885e-12,-6.568604428658875e-13,1.868364514547464e-11,1.5563909115955e-11,-1.1978996863442108e-12,7.635541410495174e-13,6.5175688405521856e-12,1.7593965271475739e-12,2.7449654160860327e-12,1.0776943787819624e-11,6.244875633225229e-12,3.769836064571491e-12,8.980896167109659e-13,-2.9749855584902167e-15,3.72705764764774e-12,-9.762159889218217e-13,-1.4991789513770436e-12,5.638113389568614e-13,1.3861164608750128e-13,1.0829725646766976e-12,-9.846216943557608e-13,0.10526108120268544,3.6933247771677954e-12,2.9710393327631614e-12,5.139935028241012e-12,0.8947389185966302,9.060401274862317e-12,5.453904859310108e-12,5.7089141945439584e-12,1.530759646748141e-12,9.084117627812198e-12,8.055387411776083e-12,,1.0
